COD_PROVINCIA;NOM_PROVINCIA;COD_MUNICIPIO;NOM_MUNICIPIO;TIPO;NOMBRE;DIRECCION;CP;TELEFONO;FAX;WEB;CATALOGO;EMAIL;CENTRAL;COD_CARACTER;DESC_CARACTER;DECRETO
46;VALENCIA;209;RAFELGUARAF;AGENCIA DE LECTURA;AGENCIA DE LECTURA  RAFELGUARAF;CALLE JUAN SILVESTRE Nº 1;46666;TELF.962979040;FAX.962979089 AYTO; ; ;BIBLIORAFEL@HOTMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;110;RÀFOL D'ALMÚNIA (EL);AGENCIA DE LECTURA;AGENCIA DE LECTURA  RÀFOL D'ALMÚNIA (EL);CALLE SEGARIA Nº 12 PISO 1;03769;TELF.966668426; ; ; ;BIBLIOTECA@RAFOL.ORG;N;PU;PÚBLICA;N
46;VALENCIA;210;RÁFOL DE SALEM;AGENCIA DE LECTURA;AGENCIA DE LECTURA  RÁFOL DE SALEM;CARRETERA BENIATJAR Nº S/N PISO 1;46843;TELF.962813072 AYTO;FAX.962814021 AYTO; ; ;RSALEM_ALC@GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;211;EL REAL DE GANDIA;AGENCIA DE LECTURA;AGENCIA DE LECTURA AUSIAS MARCH EL REAL DE GANDIA;CALLE PARROCO BERENGUER Nº 14 PISO 1;46727;TELF.649934626; ; ;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0192;BIBLIOTECA@ELREALDEGANDIA.ORG;N;PU;PÚBLICA;S
46;VALENCIA;212;REAL;OTRAS PÚBLICAS;OTRAS PÚBLICAS  REAL;CALLE RIU MAGRE Nº S/N;46194;TELF.962555006 AYTO;FAX.962555503 AYTO; ; ;REAL_PAD@GVA.ES/BIBLIOTECA_REALMONTROI@HOTMAIL.COM/REAL_ALC@GVA.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;95;RIBESALBES;AGENCIA DE LECTURA;AGENCIA DE LECTURA  RIBESALBES;CALLE CASTELLÓN Nº 12;12210;TELF.964625001 AYTO;FAX.964610049 AYTO; ; ;INFO@RIBESALBES.ES;N;PU;PÚBLICA;N
03;ALICANTE;14;ALACANT;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA CEFIRE ALACANT;CALLE BAHÍA Nº 2;03008;TELF.965100284;FAX.965112457;HTTP://INTERCENTRES.CULT.GVA.ES/CEFIRE/03402009;HTTP://WWW.BEGV.GVA.ES/CEFIRE/VAL_TLPCEF.HTML;03402009@EDU.GVA.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;40;CASTELLÓ DE LA PLANA;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA CEFIRE CASTELLÓ DE LA PLANA;CALLE JOSÉ PRADAS GALLÉN Nº S/N;12006;TELF.964239588/4239648;FAX.964239811;HTTP://INTERCENTRES.CULT.GVA.ES/CEFIRE/12400551/INDEX.HTM;HTTP://WWW.BEGV.GVA.ES/CEFIRE/VAL_TLPCEF.HTML;BIBLIOCASTELLO@EDU.GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;244;TORRENT;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA CEFIRE TORRENT;CALLE POLICIA LOCAL Nº S/N;46900;TELF.961572061;FAX.961561369;HTTP://INTERCENTRES.CULT.GVA.ES/CEFIRE/46401751/;HTTP://WWW.BEGV.GVA.ES/CEFIRE/VAL_TLPCEF.HTML;BIBLIOTORRENT@EDU.GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA CEFIRE VALÈNCIA;CALLE PACO PIERRA Nº 20;46013;TELF.963787052 EXT-22;FAX.963570576;HTTP://MESTREACASA.GVA.ES/WEB/CEFIREVALENCIA/BIBLIOTECA;HTTP://WWW.BEGV.GVA.ES/CEFIREGV/VAL_TCEF.HTML;BIBLIOVALENCIA@EDU.GVA.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;138;VINARÒS;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA CEFIRE(CASA DE CULTURA) VINARÒS;AVENIDA DE LA LIBERTAD Nº S/N;12500;TELF.964454552;FAX.964453039;HTTP://INTERCENTRES.CULT.GVA.ES/CEFIRE/12400640/;HTTP://WWW.BEGV.GVA.ES/CEFIRE/VAL_TLPCEF.HTML;DIREVINAROS@EDU.GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;CENTRO DE DOCUMENTACION;CENTRO DE DOCUMENTACION EVES-ESCUELA VALENCIANA DE ESTUDIOS PARA LA SALUD VALÈNCIA;CALLE JUAN DE GARAY Nº 21;46017;TELF.963869382;FAX.963869370;HTTP://WWW.EVES.SAN.GVA.ES/PORTAL/; ;ARRANZ_MAN@GVA.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;40;CASTELLÓ DE LA PLANA;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA DIRECCIÓ GENERAL DE FAMILIA Y MUJER CASTELLÓ DE LA PLANA;CALLE ENSEÑANZA Nº 10;12001;TELF.964228014;FAX.964239567;HTTP://WWW.PRE.GVA.ES/DGM/TLPDGM.HTML;HTTP://WWW.PRE.GVA.ES/DGM/TLPDGM.HTML;BIBLIOTECA.DGMI_CAST@GVA.ES;N;PU;PÚBLICA;N
03;ALICANTE;14;ALACANT;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA DIRECCIÓN GENERAL DE FAMILIA Y MUJER ALACANT;AVENIDA OSCAR ESPLÀ Nº 33-35;03007;TELF.965929747;FAX.965920574;HTTP://WWW.BEGV.GVA.ES/DGM2/TDGM.HTML;HTTP://WWW.BEGV.GVA.ES/DGM2/TDGM.HTML;BIBLIOTECA.DGMI_ALIC@GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA AUXILIAR ARCHIVO;BIBLIOTECA AUXILIAR ARCHIVO ARXIU DEL REGNE VALÈNCIA;PASEO DE LA ALAMEDA Nº 22;46010;TELF.961206735;FAX.963184527; ; ;RISUENO_ADE@GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA INSTITUTO VALENCIANO DE CINEMATOGRAFÍA RICARDO MUÑOZ SUAY VALÈNCIA;PLAZA DEL AYUNTAMIENTO-EDIFICIO RIALTO Nº 17;46002;TELF.963539295;FAX.963539330;HTTP://WWW.IVAC-LAFILMOTECA.ES/PAGINA.ASP?IDPAG=33;HTTP://OPAC.IVAC-LAFILMOTECA.ES/UHTBIN/WEBCAT;IVAC_DOCUMENTACION@GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA MUSEO DE BELLAS ARTES VALÈNCIA;CALLE SAN PIO V Nº 9;46010;TELF.963870315/963870316;FAX.963870301;HTTP://MUSEOBELLASARTESVALENCIA.GVA.ES/;HTTP://WWW.BEGV.GVA.ES/MBBAAVGV/TMBA.HTML;ALFARO_ANA@GVA.ES  /  RODRIGUEZ_ROSCAN@GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;CENTRO DE DOCUMENTACION;CENTRO DE DOCUMENTACION PRESIDENCIA DE LA GENERALITAT VALÈNCIA;CALLE CABALLEROS Nº 9;46001;TELF.963863535;FAX.963866081;HTTP://WWW.PRE.GVA.ES/ARGOS/;HTTP://WWW.BEGV.GVA.ES/GAVINA/TLPPRES.HTML;DOCUS_PRE@GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA CORTS VALENCIANES - BIBLIOTECA VALÈNCIA;PLAZA SANT LLORENÇ Nº 4;46003;TELF.963876201;FAX.963876202;HTTP://WWW.CORTSVALENCIANES.ES/CS/SATELLITE/LAYOUT/PAGE/1260974742430/DETALLE.HTML?LANG=CA_VA;HTTP://WWW.CORTSVALENCIANES.ES/OPAC/JSP/TLPCCVV.JSP;BIBLIOTECA@CORTS.ES;N;PU;PÚBLICA;N
46;VALENCIA;250;VALÈNCIA;CENTRO DE DOCUMENTACION;CENTRO DE DOCUMENTACION SERVICI DE PUBLICACIONS DE LA GENERALITAT VALÈNCIA;PLAZA NULES (PALAU DELS CATALÀ DE VALERIOLA) Nº 2;46003;TELF.963425826;FAX.963425796;HTTP://WWW.DOCV.GVA.ES; ;DOCV@GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;2;ADOR;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ADOR;CALLE JOAN MARTORELL Nº 1;46724;TELF.962808008 AYTO;FAX.962808159 AYTO;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0152;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0152;ADOR_CULTURA@CV.GVA.ES;N;PU;PÚBLICA;S
46;VALENCIA;4;AGULLENT;AGENCIA DE LECTURA;AGENCIA DE LECTURA CASA DE CULTURA AGULLENT;CALLE MAJOR Nº 4;46890;TELF.962907659; ;HTTP://BIBLIOTECA.AGULLENT.NET;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0106;BIBLIOTECAGULLENT@OUTLOOK.COM/MJOSEPGRAMAGE@HOTMAIL.COM;N;PU;PÚBLICA;S
46;VALENCIA;42;AIELO DE MALFERIT;AGENCIA DE LECTURA;AGENCIA DE LECTURA DEGA ORTIZ I SANZ AIELO DE MALFERIT;AVENIDA STM. CRIST DE LA POBRESA Nº 3;46812;TELF.962360704;FAX.962363141 AYTO;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0093;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0093;BIBLIOTECAAIELO@HOTMAIL.COM;N;PU;PÚBLICA;S
03;ALICANTE;4;AIGÜES;AGENCIA DE LECTURA;AGENCIA DE LECTURA  AIGÜES;AVENIDA PEPE VILA Nº S/N;03569;TELF.965690061 AYTO;FAX.965690329 AYTO; ; ;AGENCIADELECTURAAIGUES@HOTMAIL.COM;N;PU;PÚBLICA;N
46;VALENCIA;8;ALBALAT DE LA RIBERA;AGENCIA DE LECTURA;AGENCIA DE LECTURA JOAN FUSTER ALBALAT DE LA RIBERA;CALLE DELME Nº 23;46687;TELF.962490500 AYTO;FAX.962492012 AYTO;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0144;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0144;ARIBERA_ARX@GVA.ES;N;PU;PÚBLICA;S
46;VALENCIA;10;ALBALAT DELS TARONGERS;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ALBALAT DELS TARONGERS;CALLE MAYOR Nº 14 PISO 1;46591;TELF.962628201 AYTO;FAX.962628613 AYTO; ; ;ATARONGERS_ALC@GVA.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;6;ALCUDIA DE VEO;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ALCUDIA DE VEO;CALLE LA FUENTE Nº 7;12222;TELF.964629056 AYTO; ; ; ;ALCUDIADEVEO_SEC@GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;14;ALBUIXECH;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ALBUIXECH;CALLE MAYOR Nº 23 PISO 1;46550;TELF.637486653; ;HTTP://BIBLIOTECA.ALBUIXECH.ES;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0177;BIBLIOTECA@ALBUIXECH.ES;N;PU;PÚBLICA;S
03;ALICANTE;10;ALFAFARA;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ALFAFARA;CALLE SERRA DE MARIOLA Nº 1 PISO 1;03838;TELF.965510082 AYTO;FAX.965510271 AYTO; ; ;ALFAFARA@ALFAFARA.ES;N;PU;PÚBLICA;N
46;VALENCIA;22;ALFAFAR;AGENCIA DE LECTURA;AGENCIA DE LECTURA PARQUE ALCOSA  BARRIO ORBA ALFAFAR;CALLE ALDAIA Nº 8;46910;TELF.963753283; ;HTTP://REDALFAFAR.BLOGSPOT.COM;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0013;REDALFAFAR@GMAIL.COM;N;PU;PÚBLICA;N
46;VALENCIA;24;ALFARA DE LA BARONIA;AGENCIA DE LECTURA;AGENCIA DE LECTURA CASA ABADÍA ALFARA DE LA BARONIA;PLAZA DE LA IGLESIA Nº 3;46148;TELF.962626001;FAX.962627225; ; ;ALFARABARONIA_ADL@GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;25;ALFARA DEL PATRIARCA;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ALFARA DEL PATRIARCA;CALLE EMILIO RAMON LLIN Nº S/N;46115;TELF.961393382;FAX.961395661 AYTO;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/ALFARADELPATRIARCA;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0193;BIBLIOTECA@ALFARADELPATRIARCA.ES;N;PU;PÚBLICA;S
12;CASTELLÓN;7;ALFONDEGUILLA;OTRAS PÚBLICAS;OTRAS PÚBLICAS  ALFONDEGUILLA;CALLE ACEQUIA Nº 18 PISO 2;12609;TELF.964661996;FAX.964667089 AYTO; ; ; ;N;PU;PÚBLICA;N
12;CASTELLÓN;8;ALGIMIA DE ALMONACID;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ALGIMIA DE ALMONACID;CALLE LARGA Nº 56;12414;TELF.964139031 AYTO;FAX.964139059 AYTO; ; ;AALMONACID_ALC@GVA.ES;N;PU;PÚBLICA;N
03;ALICANTE;13;ALGUEÑA;OTRAS PÚBLICAS;OTRAS PÚBLICAS  ALGUEÑA;PLAZA DE LA CONCORDIA Nº S/N;03668;TELF.965476001 AYTO;FAX.965476300 AYTO; ; ;CULTURA@ALGUENYA.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;10;ALMEDÍJAR;OTRAS PÚBLICAS;OTRAS PÚBLICAS  ALMEDÍJAR;PLAZA DEL AYUNTAMIENTO Nº 3;12413;TELF.964137018 AYTO;FAX.964137018 AYTO; ; ; ;N;PU;PÚBLICA;N
12;CASTELLÓN;11;ALMENARA;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ALMENARA;CALLE COLON Nº 1;12590;TELF.962623671;FAX.962623165 AYTO;HTTP://WWW.ALMENARA.ES/VA/BIBLIOTECA.PHP;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0095;CESTRADA@ALMENARA.ES;N;PU;PÚBLICA;S
46;VALENCIA;34;ALMOINES;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ALMOINES;CALLE SANT FRANCESC  Nº S/N PISO 1;46723;TELF.662318117 /962804214; ;HTTP://BIBLIOALMOINES.BLOGSPOT.COM/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0157;BIBLIOALMOINES@HOTMAIL.COM;N;PU;PÚBLICA;S
12;CASTELLÓN;901;LES ALQUERIES;AGENCIA DE LECTURA;AGENCIA DE LECTURA  LES ALQUERIES;CALLE MOSSEN JUAN MIRALLES Nº 1;12539;TELF.964518001/4592000; ;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0045;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0045;BIBLIOTECA@LESALQUERIES.ES;N;PU;PÚBLICA;S
12;CASTELLÓN;12;ALTURA;AGENCIA DE LECTURA;AGENCIA DE LECTURA AYUNTAMIENTO ALTURA;CALLE SAN VICENTE Nº 9;12410;TELF.964146042/4146384;FAX.964146266 AYTO;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0129;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0129;BIBLIOTECA_ALTURA@HOTMAIL.COM;N;PU;PÚBLICA;S
12;CASTELLÓN;17;AYÓDAR;OTRAS PÚBLICAS;OTRAS PÚBLICAS EL TURIO AYÓDAR;CARRETERA FUENTES  Nº 84;12224;TELF.964618129 AYTO;FAX.964618037 AYTO; ; ;AYODAR_ALC@GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;44;AYORA;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL CERVANTES AYORA;AVENIDA ARGENTINA Nº 38;46620;TELF.962191903; ;HTTP://WWW.AYORA.ES/; ;BIBLIOTECACERVANTES@AYORA.ES;N;PU;PÚBLICA;N
46;VALENCIA;46;BARX;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BARX;CALLE GANDIA Nº 55 PISO 1;46758;TELF.962807597;FAX.962807230 AYTO;HTTP://WWW.BARX.ES/ES/SERVICIOS/BIBLIOTECA-MUNICIPAL; ;BIBLIOTECA@BARX.ES;N;PU;PÚBLICA;N
46;VALENCIA;45;BARXETA;AGENCIA DE LECTURA;AGENCIA DE LECTURA ENRIC VALOR BARXETA;CALLE JAIME I Nº 3;46667;TELF.962214313;FAX.962214383 AYTO; ; ;BIBLIO_BARXETA@HOTMAIL.ES;N;PU;PÚBLICA;N
46;VALENCIA;47;BÈLGIDA;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BÈLGIDA;CALLE SAN ROQUE Nº 3;46868;TELF.962901074 AYTO;FAX.962900079 AYTO; ; ;BELGIDA_ADL@GVA.ES;N;PU;PÚBLICA;N
03;ALICANTE;24;BENEJÚZAR;OTRAS PÚBLICAS;OTRAS PÚBLICAS  BENEJÚZAR;PLAZA DE ESPAÑA Nº 1;03390;TELF.965356151 AYTO;FAX.965356689 AYTO; ; ;COMUNICACION@BENEJUZAR.ES;N;PU;PÚBLICA;N
03;ALICANTE;26;BENIARBEIG;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BENIARBEIG;PLAZA 9 D'OCTUBRE Nº 2;03778;TELF.966476597;FAX.965766824 AYTO;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/BENIARBEIG;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0197;BIBLIOTECA@BENIARBEIG.ORG;N;PU;PÚBLICA;S
46;VALENCIA;57;BENICOLET;OTRAS PÚBLICAS;OTRAS PÚBLICAS  BENICOLET;PLAZA AJUNTAMENT Nº 1;46838;TELF.962830120/647714035;FAX.962830093 AYTO;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/BENICOLET/INDEX.JSP; ;BIBLIOBENICOLET@GMAIL.COM;N;PU;PÚBLICA;N
46;VALENCIA;59;BENIFAIRÓ DE LA VALLDIGNA;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BENIFAIRÓ DE LA VALLDIGNA;CALLE PIO XII Nº 3;46791;TELF.962810416 AYTO;FAX.962811905 AYTO; ; ;BVALLDIGNA_CUL@GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;58;BENIFAIRÓ DE LES VALLS;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BENIFAIRÓ DE LES VALLS;CALLE BON SUCCÉS Nº 5;46511;TELF.962602556;FAX.962600257 AYTO; ; ;BVALLS_ALC@GVA.ES;N;PU;PÚBLICA;N
03;ALICANTE;34;BENIJÓFAR;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BENIJÓFAR;CALLE FRANCISCO RIBERA PÉREZ Nº 7;03178;TELF.966713567;FAX.966715401 AYTO; ; ;PATRICIACASES@BENIJOFAR.ORG;N;PU;PÚBLICA;N
03;ALICANTE;37;BENIMANTELL;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BENIMANTELL;CARRETERA D'ALCOI Nº S/N;03516;TELF.965885220 AYTO;FAX.965885024 AYTO; ; ;BENIMANTELL@BENIMANTELL.ES;N;PU;PÚBLICA;N
03;ALICANTE;38;BENIMARFULL;OTRAS PÚBLICAS;OTRAS PÚBLICAS  BENIMARFULL;CALLE SANT JAUME Nº 19;03827;TELF.966516947;FAX.966516815 AYTO; ; ;AYTOBENIMARFULL@GMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;40;BENIMELI;OTRAS PÚBLICAS;OTRAS PÚBLICAS  BENIMELI;PLAZA MAYOR Nº 6 PISO 1;03769;TELF.965587123 AYTO;FAX.965587252 AYTO; ; ;BENIMELI@HOTMAIL.COM;N;PU;PÚBLICA;N
46;VALENCIA;63;BENIMODO;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BENIMODO;AVENIDA DEL LLAURADOR Nº 7;46291;TELF.962993815;FAX.962993496 AYTO;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0132;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0132;BENIMODO_BIB@GVA.ES;N;PU;PÚBLICA;S
46;VALENCIA;64;BENIMUSLEM;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BENIMUSLEM;CALLE COLÓN Nº 6;46611;TELF.962441471 AYTO;FAX.962442950 AYTO; ; ;AYUN_BENIMUSLEM@HOTMAIL.COM;N;PU;PÚBLICA;N
46;VALENCIA;67;BENISSANÓ;OTRAS PÚBLICAS;OTRAS PÚBLICAS CASA DE LA JUVENTUD BENISSANÓ;PLAZA VICENTE MAÑEZ Nº 11;46181;TELF.962780701 AYTO;FAX.962791540 AYTO; ; ; ;N;PU;PÚBLICA;N
03;ALICANTE;43;BIAR;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BIAR;CALLE SANT JERONI Nº 2;03410;TELF.965810661;FAX.965810833;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0146;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0146;BIBLIOTECA@BIAR.ES;N;PU;PÚBLICA;S
46;VALENCIA;71;BICORP;AGENCIA DE LECTURA;AGENCIA DE LECTURA CUEVA DE LA ARAÑA BICORP;CALLE IGLESIA Nº 11-BJ;46825;TELF.962269110 AYTO;FAX.962269181 AYTO; ;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0199;BIBLIOBICORP@GMAIL.COM;N;PU;PÚBLICA;S
46;VALENCIA;72;BOCAIRENT;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BOCAIRENT;PLAZA DE L'AJUNTAMENT Nº 20;46880;TELF.962355027;FAX.962905085 AYTO;HTTP://WWW.BOCAIRENT.ES/;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0059;BOCAIRENT_BIB@GVA.ES;N;PU;PÚBLICA;S
46;VALENCIA;73;BOLBAITE;AGENCIA DE LECTURA;AGENCIA DE LECTURA  BOLBAITE;CALLE SANTA CECILIA Nº 17 PISO 1º;46822;TELF.962223288; ; ; ;BIBLIOBOLBAITE@GMAIL.COM;N;PU;PÚBLICA;N
12;CASTELLÓN;31;BORRIOL;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  BORRIOL;CALLE REY DON JAIME Nº 7;12190;TELF.964322174;FAX.964321401 AYTO;HTTP://BIBLIOBORRIOL.BLOGSPOT.COM/; ;BIBLIO_BORRIOL@HOTMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;46;BUSOT;AGENCIA DE LECTURA;AGENCIA DE LECTURA CASA DE LA CULTURA BUSOT;CALLE EL PAL Nº S/N;03111;TELF.965698072;FAX.965699081 AYTO;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0134;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0134;BIBLIOTECA@AYTO-BUSOT.COM;N;PU;PÚBLICA;N
46;VALENCIA;80;CAMPORROBLES;AGENCIA DE LECTURA;AGENCIA DE LECTURA MAESTRO AGUILAR CAMPORROBLES;CALLE HERNÁNDEZ ZAZO Nº 2;46330;TELF.962181006/619835199;FAX.962181341 AYTO; ; ;CAMPORROBLES.AYUNTAMIENTO@CV.GVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;84;CÀRCER;AGENCIA DE LECTURA;AGENCIA DE LECTURA RAÚL CARBONELL CÀRCER;CALLE CASTO MOMBLANCH Nº 16;46294;TELF.667914421;FAX.962580603 AYTO; ;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0200;BIBLIOTECA@CARCER.NET;N;PU;PÚBLICA;S
03;ALICANTE;75;CASTELL DE GUADALEST (EL);OTRAS PÚBLICAS;OTRAS PÚBLICAS  CASTELL DE GUADALEST (EL);CALLE AIXORTÀ Nº 2;03517;TELF.965885143; ; ; ;BIBLIO.ELCASTELL@GMAIL.COM;N;PU;PÚBLICA;N
12;CASTELLÓN;39;CASTELLNOVO;AGENCIA DE LECTURA;AGENCIA DE LECTURA  CASTELLNOVO;CALLE SECANO Nº S/N;12413;TELF.964137296;FAX.964137401 AYTO; ; ;BIBLIOTECACASTELLNOVO@GMAIL.COM;N;PU;PÚBLICA;N
46;VALENCIA;93;CATADAU;AGENCIA DE LECTURA;AGENCIA DE LECTURA  CATADAU;CALLE ANTIC REGNE DE VALENCIA Nº S/N;46196;TELF.962550002 AYTO;FAX.962551090 AYTO; ; ;AJUNTAMENT@CATADAU.ES;N;PU;PÚBLICA;N
03;ALICANTE;55;CATRAL;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  CATRAL;CALLE MANUEL FLORES Nº 32;03158;TELF.966787466;FAX.965723018 AYTO;HTTP://WWW.AYUNTAMIENTOCATRAL.COM/BIBLIOTECA.PHP;HTTP://XLPV.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0107;BIBLIOTECA@AYUNTAMIENTOCATRAL.COM;N;PU;PÚBLICA;S
12;CASTELLÓN;43;CAUDIEL;AGENCIA DE LECTURA;AGENCIA DE LECTURA  CAUDIEL;PLAZA DE ESPAÑA Nº 2;12440;TELF.964144146/658856592;FAX.964144058 AYTO; ; ;FPACAUDIELGEMAMARTINEZ@GMAIL.COM;N;PU;PÚBLICA;N
46;VALENCIA;106;CHELVA;AGENCIA DE LECTURA;AGENCIA DE LECTURA  CHELVA;CALLE SAN ANTONIO-CASA DE LA CULTURA Nº 5;46176;TELF.962100011 AYTO;FAX.962100986 AYTO; ; ;ADMINISTRACION@CHELVA.ES;N;PU;PÚBLICA;N
46;VALENCIA;113;DAIMÚS;AGENCIA DE LECTURA;AGENCIA DE LECTURA  DAIMÚS;CALLE SANT PERE Nº S/N PISO 1;46710;TELF.962819003 AYTO;FAX.962818125 AYTO; ; ;AJUNTAMENT@AJUNTAMENTDAIMUS.COM;N;PU;PÚBLICA;N
12;CASTELLÓN;46;CIRAT;OTRAS PÚBLICAS;OTRAS PÚBLICAS  CIRAT;CALLE SAN BERNARDO Nº 1;12231;TELF.964143113 AYTO;FAX.964143240 AYTO; ; ; ;N;PU;PÚBLICA;N
12;CASTELLÓN;49;COSTUR;AGENCIA DE LECTURA;AGENCIA DE LECTURA  COSTUR;PLAZA ESGLÉSIA Nº 7;12119;TELF.964388013 AYTO;FAX.964388463 AYTO; ; ;AJUNTAMENT@COSTUR.ES;N;PU;PÚBLICA;N
